id,tourName,location,price,rating,ratingCount,link,description
1261,Private Quad Bike ATV with 2-hour Bali Massage and Spa,Jimbaran,1728744,5.0,1,https://www.booking.com/attractions/id/prpckxtpmhdx-private-quad-bike-ride-with-bali-massage-and-spa.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Challenging ATV solo driving adventure tracks through rivers, caves, rice fields and you can enjoy countryside atmosphere. Combination ATV solo drive adventure and ended with muscle tension relief, Bali massage traditional and flower bath. The luxurious massage place is the end of your activity after an outdoor adventure with a touch of skilled local hands using selected spa aroma oils. Pampering yourself with a flower bath is the end of the activity before you return to the hotel."
1262,Jumping Sliding at Aling-aling waterfall with Private transfer,Ubud,1295546,5.0,1,https://www.booking.com/attractions/id/prr2dv45sfay-cliff-jumping-sliding-near-aling-aling-waterfall.en-gb.html?source=searchresults-product-card&ufi=-2683839,"You probably have heard about sliding or jumping at Aling-Aling waterfall. Despite the name, the jump and slide take place in various waterfalls. In Kroya waterfall, you will see this natural sliding path. If you are going to slide or jump, a local guide will show you how. The same person will also guide you to find the waterfalls. After all, reaching the waterfalls can be confusing if you aren’t used to it. Moreover, the local guide knows the exact spot to jump or slide so it is basically for safety reason. The operator will pick you up at 8 AM. After spending times at the waterfalls, you can go to Wanagiri village – the operator will take you back."
1263,Full-Day Nusa Penida Island Private Tour with Local Guide,Nusa Dua,1619432,4.0,2,https://www.booking.com/attractions/id/prce68semu9z-full-day-nusa-penida-island-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Nusa Penida Island Explorer takes you to explore the amazing and challenging Nusa Penida on this full-day tour guided by a local. There are 4 fantastic spots of West Nusa Penida to visit. They are: -Kelingking Cliff A beautiful and charming tourist attractions. Views from various sides are very beautiful. There are several spots for photos, from a car park, on a hill facing a pinkie stone, or down to the bottom. -Broken Beach This is an amazing beach at the southern tip of Nusa Penida. Pasih Uug which means the Beach is broken in English to Broken Beach because there are holes in this place. -Angel’s Billabong Not the beach but the reefs are submerged with clean beach water. It is suitable for taking pictures with waves and open oceans. -Crystal Bay (1 point snorkeling) The most suitable place for beach activities such as snorkeling, diving, taking pictures, playing with children, and seeing the sunset."
1264,"Private Bali swing, waterfall instagramable tour",Ubud,788987,5.0,1,https://www.booking.com/attractions/id/prxm38xxewcm-private-instagrammable-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this private day trip that showcases the beautiful scenery of Bali, including visit Tegeung waterfall, best jungle swing, The Amazing Rice terraces of Tegalalang."
1265,North Bali Sunrise Tour,Denpasar,1030769,3.0,2,https://www.booking.com/attractions/id/prmmdrcniagl-north-bali-sunrise-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This morning tour will give you the chance to travel around the northern part of Bali and explore renowned natural and cultural attractions. You’ll depart from your hotel in the early morning and head to a scenic spot in Belimbing to watch the sunrise. You’ll then take a short hike through the protected forest to Twin Lakes – Buyan and Tamblingan. Afterwards, your guide will take you to Handara Gate and Ulun Danu Beratan Temple, where you’ll have time to take photos. You’ll continue to Lovina Beach, where you’ll get the opportunity to enjoy a traditional lunch. Before the tour ends, you’ll also be able to visit the hot spring complex of Banjar and discover a Buddhist monastery in the mountains."
1266,Tulamben USS Liberty Wreck Diving Tour,Kusamba,2153845,4.8,7,https://www.booking.com/attractions/id/prqng4midqau-tulamben-uss-liberty-wreck-diving-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this full-day tour with hotel pickup, you will have the opportunity to take two dives in Tulamben, on the north coast of Bali. Here, you will get to explore the USS Liberty Wreck and admire different corals and aquatic species, such as mola mola fish, whale sharks and black tip-reef sharks. This diving experience, suitable for divers of all levels, will be conducted with a professional instructor in groups of two for beginner divers and in groups of four for advanced divers."
1267,Nusa Penida Snorkeling & Kelingking Tour,Ubud,1993197,4.0,3,https://www.booking.com/attractions/id/prqkgsjrsqcr-nusa-penida-snorkelling-and-kelingking-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Nusa Penida is an island as a part of Bali island, this island recently become very popular because of the beautiful snorkeling spots and the amazing panorama from the Kelingking beach. i could say this is the best place for the Instagram picture and the best beach as well. Don't just see lets joining us and we guarantee you will bring nice memory and unforgettable experiences back home."
1268,Bali Fruit Carving Class,Ubud,631579,5.0,2,https://www.booking.com/attractions/id/prqkw9ipcc7k-fruit-carving-class.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Experience the unusual Balinese Fruit Carving Class. Fruit carving is a felicitous way to enjoy your time in Bali. Make food into art, and present your own work of art at mealtimes for friends or family. As excited as wood carving and stone carving, fruit carving also needs patient and precision to create a beautiful masterpiece. However, in Bali Fruit Carving Class, you would use fruit or vegetable as the art media. The instructor will show the technique to carve the fruits. Learn how to carve a flower, animals, or your name on a watermelon, papaya, and others. All fruits and tools are provided. The package also include traditional snack, welcome drink, and certificate."
1269,Snorkeling In Nusa Penida Departing From Bali Island,Seminyak,2834006,3.7,14,https://www.booking.com/attractions/id/prfs93luzijv-nusa-penida-snorkelling-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Nusa Penida Snorkeling is one of the most popular Nusa Penida Tour Packages to enjoy snorkling in Crystal Bay / Wall Point, Gamat Bay, Manta Bay. The trip will start at 06.30 AM from your hotel then we will drive you to to Sanur Beach as our meeting point, then we will use speedboat to go to Nusa Penida Island. On your arrival in Nusa Penida Port our snorkeling boat will welcoming you by mention your name on a white board. Then our first destination is snorkeling in Crystal Bay / Wall Point, offer the perfect snorkeling adventure in the Indian Ocean, the water is crystal clear"
1270,"Royal Temple, Beratan Lake & Tanah Lot Tour",Tabanan,797115,4.5,2,https://www.booking.com/attractions/id/prpmnptr1mp1-royal-temple-beratan-lake-tanah-lot-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this private tour, you will gain an overview of Balinese culture and see some of the highlights of the island’s scenery. With your knowledgeable guide, you will visit the Royal Temple of Mengwi Taman Ayun. There you will be able to see its many shrines, intricate carvings and moat. You will then visit the photogenic Pura Ulun Danu Beratan. This temple sits by the waters of Beratan Lake and is one of the most photographed temples in Bali. Your final stop will be at Tanah Lot Temple for sunset. This religious site sits on a rocky islet with waves crashing around it. It is one of the most popular spots in Bali to watch the sunset over the Indian Ocean."
1271,Central Bali Private Tour,Mengwi,576011,5.0,3,https://www.booking.com/attractions/id/prpfigeg0rzm-central-bali-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this private tour, you'll see some of central Bali's most famous sights. Your first stop will be at the UNESCO-listed Pura Taman Ayun, an attractive temple in scenic gardens. After a break for lunch, you'll go to Handara Gate, a famous place for taking Instagram-worthy photos, and scenic Twin Lakes. Your final stop will be at the Jatiluwih Rice Terrace, where you'll be immersed in a lush landscape of rice fields cascading down the hillside."
1272,Mount Batur Sunrise Trekking and Rice Terrace Adventure,Nusa Dua,1910930,4.7,11,https://www.booking.com/attractions/id/prgyysqhcvbf-guided-trekking-tour-to-mount-batur.en-gb.html?source=searchresults-product-card&ufi=-2683839,Spend a memorable morning trekking Mount Batur. Summit this majestic active volcano and watch the magical sunrise from the top!
1273,Bali Swing and Local Highlights Tour,Ubud,450750,4.8,74,https://www.booking.com/attractions/id/pr3iuzh0nszc-bali-swing-and-local-highlights-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This excursion will allow you to explore Bali's breathtaking attractions. You’ll visit the famous Bali Swing, where you’ll have a chance to take photos with panoramic nature views as your backdrop. Depending on the option that you chose, you can explore Ubud’s cultural highlights or embark on a rafting adventure along the Ayung River. You can also select an option with a relaxing aroma massage. To complete your cultural experience, this excursion comes with a delicious lunch of local specialities."
